stock_exchange,corp_ticker,corp_name_listed,corp_name_local,corp_name_en,corp_id,biz_id,date_founded,date_listed,status_listing,ceo_name,addr_local,homepage,tel_no,fax_no,settle_period
K,109670,씨싸이트,씨싸이트(주),"C-SITE Co., Ltd.",1101111660368.0,2208159201,19990309,2023/12/21,ac,김상기,"서울특별시 강남구 테헤란로 625 2층, 7층(삼성동, 덕명빌딩) &nbsp",www.c-site.co.kr,02-2056-9178,02-2056-9199,12
K,066790,씨씨에스,(주)씨씨에스충북방송,"KOREA CABLE T.V CHUNG-BUK SYSTEM CO., LTD.",1511110009906.0,3038118621,19970715,2003/05/30,ac,"정평영, 권영완 각자대표",충북 충주시 용산동 35,www.ccstv.co.kr,043-850-7104,0438553301,12
K,222080,씨아이에스,씨아이에스(주),Creative & Innovative System Corporation,1101115731032.0,1878600067,20150522,2015/09/02,ac,김동진,대구광역시 동구 팔공로47길 37 -,www.cisro.co.kr,053-593-1552,053-593-1554,12
Y,004920,씨아이테크,(주)씨아이테크,"CITECH CO.,LTD",1101110074479.0,2108101231,19670117,1989/11/30,ac,김대영,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,www.citech.kr,02-410-9606,0507-890-1799,12
K,352480,씨앤씨인터내셔널,(주)씨앤씨인터내셔널,"C&C International Co.,Ltd.",1358110238402.0,1358638179,20131025,2021/05/17,ac,"배은철,배수아(각자 대표이사)",경기도 화성시 삼성1로5길 39,www.cnccosmetic.com,031-8006-1600,031-8003-1229,12
K,264660,씨앤지하이테크,씨앤지하이테크(주),"C&G Hi Tech Co., Ltd",1348110072786.0,1248198492,20020716,2018/01/25,ac,"홍사문, 홍중선 (각자 대표이사)",경기도 안성시 원곡면 승량길 162 &nbsp,www.cnghitech.com,031-659-9803,0316549229,12
K,352700,씨앤투스,주식회사 씨앤투스,"CNTUS Co., Ltd",2301110096064.0,6108166526,20030527,2021/01/28,ac,하춘욱,부산광역시 강서구 녹산산업중로192번길 24,cntus.com,02-585-5915,051-831-2506,12
K,056730,CNT85,씨앤티85(주),CNT85 Inc.,1101111347940.0,1208168259,19961202,2002/01/04,ac,김윤호,"경기도 안양시 동안구 벌말로 126 10층 1004-2호 (관양동, 평촌오비즈타워)",www.cnt85.com  ,02-3467-1900,02-3467-1937,12
K,458870,씨어스테크놀로지,(주)씨어스테크놀로지,SEERS TECHNOLOGY,1545110042723.0,3038155460,20090811,2024/06/19,ac,이영신,경기도 평택시 진위면 동부대로 291-13,seerstech.com,031-8023-9811,03180239812,12
K,065770,CS,(주)씨에스,CS CORPORATION,1101111644809.0,2158174874,19990203,2004/06/04,ac,최규훈,경기도 성남시 분당구 판교로228번길 15 윈스동 8층(삼평동 판교세븐벤처밸리1),www.cs-holdings.co.kr,031-622-3200,031-622-3330,12
K,297090,씨에스베어링,씨에스베어링 주식회사,"CS BEARING Co., Ltd.",1801110611863.0,6068606640,20071109,2019/11/21,ac,김창헌,서울특별시 강남구 언주로 723 8층(논현동),www.csbrg.com,055-589-9100,055-589-9110,12
K,083660,CSA 코스믹,(주)씨에스에이코스믹,"CSA COSMIC CO., LTD.",1101110657499.0,2068147219,19891107,2006/07/25,ac,"오영철,조성아 (공동대표)",서울특별시 강남구 언주로 726 두산빌딩 14층,www.csacosmic.com,02-6203-5370,0262030155,12
Y,112610,씨에스윈드,씨에스윈드(주),CS Wind Corporation,1101113509887.0,2128176626,20060816,2014/11/27,ac,방성훈,서울특별시 강남구 언주로 723 -,www.cswind.com,02-6480-1800,0264801999,12
K,900120,씨엑스아이,씨엑스아이헬스케어테크놀리지그룹리미티드,CXI Healthcare Technology Group Limited,,223523,20090224,2010/03/31,ac,린진성,"P.O. Box 902, Grand Cayman, KY1-1103, Cayman Islands Third Floor, Century Yard, Cricket Square",-,86-1395-0486-047,02-555-5956,6
K,359090,씨엔알리서치,(주)씨엔알리서치,C&R Research Inc.,1101117525110.0,8298701755,20200618,2020/09/23,ac,윤문태,"서울특별시 강남구 역삼로 412 (대치동, 씨엔알빌딩)",,02-750-5519,,12
K,115530,씨엔플러스,(주)씨엔플러스,"CNPLUS Co., Ltd.",1201110330796.0,1318182038,20031110,2011/11/02,ac,정상옥,경기도 시흥시 시화벤처로 305 B동(정왕동),www.icnplus.com,032-813-0970,032-813-0977,12
K,115480,씨유메디칼,(주)씨유메디칼시스템,CU MEDICAL SYSTEMS Inc.,1412110022619.0,2248124096,20011213,2011/12/15,ac,김형수,강원도 원주시  문막읍 동화공단로 130-1,www.cu911.com,033-747-7657,031-421-9911,12
K,376290,씨유테크,씨유테크 주식회사,CU TECH CORPORATION,1313110055652.0,1258154366,20040923,2021/10/08,ac,백영현,경기도 평택시 청북읍 현곡산단로93번길 6,www.cutech.co.kr,031-686-8400,031-686-8407,12
K,189330,씨이랩,(주)씨이랩,"XIIlab Co., Ltd",1101114401438.0,1198631534,20100727,2021/02/24,ac,"윤세혁, 채정환 (각자 대표이사)","서울특별시 강남구 언주로 617 3,4층 (논현동)",www.xiilab.com,02-2039-3147,02-6914-9373,12
Y,000120,CJ대한통운,씨제이대한통운(주),CJ Logistics Corporation ,1101110006167.0,1108105034,19301115,1956/07/02,ac,"신영수, 민영학 (각자 대표)",서울특별시 종로구 종로5길 7(청진동) Tower 8,www.cjlogistics.com,02-3782-0114,02-771-8624,12
K,311690,CJ 바이오사이언스,씨제이바이오사이언스(주),CJ Bioscience,1101114222503.0,1198623145,20091118,2019/12/26,ac,윤상배,서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층,www.cjbioscience.com,02-6078-3456,02-6078-3457,12
Y,079160,CJ CGV,씨제이씨지브이(주),"CJ CGV CO.,LTD.",1101111673220.0,1048145690,19990330,2004/12/24,ac,정종민,서울특별시 용산구 한강대로23길 55 아이파크몰 6층(한강로동),www.cgv.co.kr,02-371-6660,02-2017-1420,12
K,035760,CJ ENM,(주)씨제이이엔엠,"CJ ENM CO., Ltd.",1101111109134.0,1068151510,19941216,1999/11/23,ac,윤상현,서울특별시 서초구  과천대로 870-13,www.cjmall.com,02-2107-0114,02-2107-1014,12
Y,097950,CJ제일제당,CJ제일제당(주),CJ CHEILJEDANG CORP.,1101113748253.0,1048609535,20070904,2007/09/28,ac,"손경식,강신호(각자 대표이사)",서울특별시 중구  동호로 330,www.cj.co.kr,726-8114,02-726-8112,12
K,051500,CJ프레시웨이,씨제이프레시웨이(주),CJ Freshway Corporation,1801110083442.0,6038111270,19881027,2001/07/26,ac,이건일,경기도 용인시 기흥구  기곡로 32,www.cjfreshway.com,02-2149-6607,02-2149-6649,12
K,096530,씨젠,(주)씨젠,"SEEGENE, INC.",1101112070334.0,1108147859,20000918,2010/09/10,ac,"천종윤, 이대훈 각자대표이사",서울특별시 송파구 오금로 91(방이동) 7층,www.seegene.co.kr,02-2240-4000,02-2240-4040,12
K,083790,CG인바이츠,씨지인바이츠(주),"CG Invites Co., Ltd.",1601110101016.0,3148134562,20000707,2006/01/06,ac,"오수연, 이호영(공동대표이사)",서울특별시 강서구 마곡중앙8로 38 마곡동,www.cginvites.com,02-2107-2776,02-2659-2711,12
Y,480370,씨케이솔루션,(주)씨케이솔루션,"CK SOLUTION Co., Ltd.",1345110077964.0,1358168571,20040223,2025/03/17,ac,"김유곤, 안근표 (공동 대표이사)","경기도 용인시 기흥구 신구로12번길 32, 씨케이빌딩",www.cksolution.co.kr/,070-4938-5938,031-282-2006,12
K,101240,씨큐브,씨큐브(주),"CQV Co., Ltd.",1543110010576.0,3018147023,20001020,2011/11/08,ac,임광수,충청북도 진천군  진천읍 성중로 144 시큐브,www.cqv.co.kr,043-531-2500,043-536-0314,12
K,060590,씨티씨바이오,(주)씨티씨바이오,"CTC BIO, INC.",1101111227077.0,2158151094,19951228,2002/02/21,ac,"조창선, 김신규(공동대표이사)",경기도 화성시 동탄첨단산업1로 27 금강펜테리움IX타워 A동 901호,www.ctcbio.com,070-4033-0200,02-449-6966,12
Y,308170,씨티알모빌리티,(주)씨티알모빌리티,"CTR Mobility Co.,Ltd.",1942110014431.0,6228103825,19940221,2019/11/25,ac,양현철,울산광역시 북구 모듈화산업로 115,www.ctrmobility.co.kr,052-290-1300,0522899572,12
K,260930,씨티케이,(주)씨티케이,"CTK Co., Ltd",1101112233560.0,2148681682,20010508,2017/12/07,ac,정인용,서울특별시 서초구 효령로 234 씨티케이코스메틱스,www.ctkcosmetics.com,02-6283-7200,0316984270,12
K,413630,씨피시스템,씨피시스템(주),"CP SYSTEM CO.,LTD",1101118112669.0,4938702235,20211201,2022/03/31,ac,"김경민, 김혜정",부산광역시 기장군 정관면 정관상곡1길 27-37 (정관읍 매학리),www.cpsystem.co.kr,051-868-4356,02-368-6744,12
K,013990,아가방컴퍼니,(주)아가방앤컴퍼니,AGABANG&COMPANY,1101110250855.0,2208101830,19790402,2002/01/17,ac,신상국,서울특별시 강남구 테헤란로 207 아가방빌딩,www.agabang.com,02-527-1300,02-553-5365,12
K,123860,아나패스,(주)아나패스,"Anapass, Inc.",1101112663436.0,1078627134,20021129,2010/11/05,ac,이경호,"서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층, 7층",www.anapass.com,02-6922-7400,02-6922-7462,12
K,025980,아난티,(주)아난티,Ananti Inc.,1301110026814.0,1348107135,19870116,1996/01/06,ac,이만규,충청북도 진천군  백곡면 배티로 818-105,www.ananti.kr,02-6742-1500,02-6008-1607,12
Y,008700,아남전자,아남전자(주),"ANAM ELECTRONICS CO.,LTD",1201110018300.0,1228102613,19730420,1984/08/11,ac,"공동대표이사 : 유성준, 박준구",서울특별시 구로구 디지털로27가길 27아남빌딩,www.aname.co.kr,02-6424-4700,02-6424-4799,12
K,125210,아모그린텍,(주)아모그린텍,"AMOGREENTECH Co., Ltd.",1244110064402.0,1378158268,20040106,2019/03/29,ac,"양성철, 김병규(각자대표)",경기도 김포시 통진읍 김포대로1950번길 91,amogreentech.co.kr,031-987-3383,031-989-7723,12
Y,090430,아모레퍼시픽,(주)아모레퍼시픽,AMOREPACIFIC CORP.,1101113471036.0,1068643373,20060601,2006/06/29,ac,"서경배, 김승환",서울특별시 용산구 한강대로 100 (한강로2가),www.apgroup.com,02-6040-5114,02-6040-6349,12
Y,002790,아모레퍼시픽홀딩스,(주)아모레퍼시픽홀딩스,AMOREPACIFIC Holdings Corp.,1101110026644.0,1068100011,19590306,1973/04/30,ac,"서경배, 이상목",서울특별시 용산구 한강대로 100 (한강로2가),www.apgroup.com,02-6040-5114,02-6040-6349,12
K,052710,아모텍,(주)아모텍,"Amotech Co., Ltd.",1244110019308.0,1368112269,19941019,2003/08/01,ac,김병규,인천 남동구 남촌동 617 남동공단 5블럭 1롯트,www.amotech.co.kr,(031)989-0506,02-517-7183,12
K,074430,아미노로직스,(주)아미노로직스,"AMINOLOGICS CO.,LTD.",1311110030369.0,1298123337,19970903,2004/06/04,ac,"오장석,오성석",서울특별시 강남구 역삼로 151 삼오빌딩3층 301호,www.aminologics.co.kr,02-761-4570,02)553-4573,12
K,092040,아미코젠,아미코젠(주),"Amicogen, Inc.",1911110019783.0,6138121213,20000529,2013/09/12,ac,표쩌,경상남도 진주시 문산읍 월아산로950번길 14-10 아미코젠 문산 1공장,www.amicogen.com,055-759-6161,0557596977,12
K,083930,아바코,(주)아바코,"AVACOCO.,LTD.",1701110166737.0,5038143827,20000116,2005/10/11,ac,김광현,대구 달서구 월암동 1107번지,www.avaco.co.kr,053-583-8150,053-588-9209,12
K,149950,아바텍,(주)아바텍,"AVATEC CO.,LTD.",1701110179623.0,5038146784,20000901,2012/11/06,ac,박명섭,대구광역시 달서구 달서대로 85길 100,www.avatec.co.kr,053-592-4060,053-592-1030,12
K,036010,아비코전자,아비코전자(주),"ABCO ELECTRONICS CO., LTD.",1311110000718.0,1298100692,19731019,2002/07/03,ac,김창수,경기도 성남시 중원구  둔촌대로388번길 31,www.abco.co.kr,031-730-5114,031-730-5123,12
Y,002030,아세아,아세아(주),"ASIA HOLDINGS CO.,LTD",1101110030710.0,2208123120,19570427,1974/06/03,ac,"이훈범, 오기호",서울특별시 강남구  논현로 430 아세아타워빌딩 14층,asiaholdings.co.kr,02-527-6582,527-6699,12
Y,183190,아세아시멘트,아세아시멘트(주),"ASIA CEMENT CO.,LTD.",1101115238096.0,2208864630,20131002,2013/11/06,ac,"임경태, 김웅종",서울 강남구 역삼2동 726 아세아타워빌딩 14층,www.asiacement.co.kr,02-527-6582,02-527-6699,12
Y,002310,아세아제지,아세아제지(주),"ASIA PAPER MANUFACTURING CO.,LTD",1101110006274.0,2208102052,19580307,1988/12/15,ac,"유승환, 이현탁",서울특별시 강남구  논현로 430,www.asiapaper.co.kr,02-527-6882,031-434-7409,12
K,050860,아세아텍,(주)아세아텍,"ASIA TECHNOLOGY Co., Ltd.",1741110000098.0,5148100212,19780909,2010/01/26,ac,"김신길, 김은수 (각자대표)",대구 달성군 유가면 금리 168,www.asiakor.com,053-580-7777,053.580.7700,6
Y,012170,아센디오,주식회사 아센디오,"Ascendio Co., Ltd.",1101110253908.0,1058104294,19770421,1989/12/20,ac,한승일,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",ascendio.co.kr,02-1544-0332,02-525-4725,12
K,136410,아셈스,주식회사 아셈스,ASSEMS INC.,1801110515685.0,6038158974,20030613,2022/02/07,ac,장지상,부산광역시 사하구 을숙도대로873번길 31,assems.com,051-713-3904,051-711-3904,12
K,246720,아스타,(주)아스타,"ASTA Co., Ltd.",1311110157098.0,1298193717,20060127,2017/03/20,ac,조응준,"경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동)",www.astams.com,031-888-9596,031-623-8900,12
K,450950,아스테라시스,(주)아스테라시스,"ASTERASYS Co., Ltd.",1412110077086.0,6098625063,20150707,2025/01/24,ac,서은택,"서울특별시 성동구 성수일로4길 25, 서울숲코오롱디지털타워1차 1005호",asterasys.com,1833-7010,02-6953-0599,12
K,067390,아스트,(주)아스트,"AeroSpace Technology of Korea, Inc.",1954110007168.0,6138124511,20010420,2014/12/24,ac,김두일,경상남도 사천시 용현면 종포산단로 133 -,www.astk.co.kr,055-851-7000,055-853-5139,12
K,159010,아스플로,(주)아스플로,"ASFLOW CO.,LTD.",1350110119749.0,1348176326,20011128,2021/10/07,ac,강두홍,경기도 화성시 정남면 정남산단로 38,www.asflow.com,031-352-2301,031-352-2309,12
K,127710,아시아경제,(주)아시아경제,"The Asia Business Daily Co., Ltd.",1101113251165.0,1018615912,20050620,2015/07/31,ac,"장범식, 마영민(각자대표)","서울특별시 중구 충무로 29 아시아미디어타워 10층,11층 &nbsp",www.asiae.co.kr,02-2200-2197,,12
Y,267850,아시아나IDT,아시아나아이디티(주),"Asiana IDT, Inc.",1101110801848.0,1048122547,19910902,2018/11/23,ac,김응철,"서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층) (공평동, 센트로폴리스)",www.asianaidt.com,02-6303-3037,02-6303-3272,12
Y,020560,아시아나항공,아시아나항공(주),Asiana Airlines Inc.,1101110562804.0,1048117480,19880217,2008/03/28,ac,송보영,서울특별시 강서구  오정로 443-83,www.flyasiana.com,02-2669-3114,02-2127-8260,12
K,227610,아우딘퓨쳐스,(주)아우딘퓨쳐스,"Outin Futures Co., Ltd.",1101112131821.0,2208602474,20001218,2017/07/12,ac,"최영욱, 나현수(각자대표)","서울특별시 강남구 테헤란로86길 13 12층 (대치동, 대경타워)",www.outinco.com,02-571-2432,02-553-8013,12
K,331740,아우토크립트,아우토크립트 주식회사,"Autocrypt Co., Ltd.",1101117213757.0,8108801404,20190823,2025/07/15,ac,이석우,"서울특별시 영등포구 여의공원로 115 세우빌딩, 8층",autocrypt.co.kr/,02-2125-4000,,12
K,143160,아이디스,(주)아이디스,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.",1601110302755.0,3148625786,20110701,2011/09/26,ac,김영달,대전 유성구 관평동 1301,www.idisglobal.com,031-723-5097,031-723-5100,12
K,054800,아이디스홀딩스,(주)아이디스홀딩스,"IDIS Holdings Co., Ltd",1601110065824.0,3148120205,19970924,2001/09/27,ac,김영달,대전 유성구 관평동 1301,www.idisholdings.co.kr,042-933-9677,042-930-9700,12
K,332370,아이디피,아이디피(주),"IDP Corp., Ltd.",1101113356410.0,1138602012,20051208,2020/08/24,ac,노현철,"서울특별시 구로구 디지털로33길 50, 601",www.idp-corp.com,02-6099-3700,02-6099-3717,12
K,066430,아이로보틱스,(주)아이로보틱스,"I-ROBOTICS,Co.,Ltd.",1101111631476.0,1208186413,19990111,2002/12/24,ac,김형모,경상남도 김해시 대동면 대동산단3로 35 -,www.yom.or.kr,055-321-7170,0507-350-3122,12
Y,122900,아이마켓코리아,(주)아이마켓코리아,iMarketKorea Inc.,1101112125262.0,1048158502,20001208,2010/07/30,ac,김학재,서울특별시 강남구 삼성로 511 아이콘 삼성,www.imarketkorea.com,02-3708-5678,02-3708-5797,12
K,339950,아이비김영,(주)아이비김영,"IBKIMYOUNG CO.,LTD.",1101117257507.0,1208827562,20191011,2019/12/24,ac,김석철,"서울특별시 서초구 강남대로 279 4,5층(서초동, 백향빌딩)",www.kimyoung.co.kr,02-3456-8013,02-599-5611,12
K,469750,아이비젼웍스,(주)아이비젼웍스,"IVISIONWORKS CO.,LTD.",1601110397045.0,1968800110,20150420,2024/09/03,ac,길기재,대전광역시 유성구 국제과학21로 54 -,www.ivw.co.kr/kor/main/,043-933-2490,042-933-2491,12
K,460470,아이빔테크놀로지,아이빔테크놀로지(주),"IVIM Technology, Inc.",1601110458821.0,1548600806,20170623,2024/08/06,ac,김필한,"대전광역시 유성구 테크노4로 17, 대덕비즈센터 비동 415호(관평동)",www.ivimtech.com,042-825-7450,0428257451,12
K,099190,아이센스,(주)아이센스,"i-SENS, Inc.",1101111960924.0,2108129428,20000504,2013/01/30,ac,"차근식, 남학현(각자 대표이사)",서울특별시 서초구 반포대로28길 43 아이센스 빌딩,www.i-sens.com,02-916-6191,,12
K,461300,아이스크림미디어,(주)아이스크림미디어,"i-Scream Media CO., LTD.",1101112453184.0,1208633565,20020222,2024/08/30,ac,"허주환, 현준우(각자대표)",경기도 성남시 분당구 판교역로 225-20,www.i-screammedia.com,02-3440-2300,02-3440-2301,12
K,289010,아이스크림에듀,(주)아이스크림에듀,"i-Scream Edu Co., Ltd.",1101115125649.0,1208797004,20130421,2019/07/11,ac,박기석,"서울특별시 서초구 매헌로 16 하이브랜드빌딩 16층, 18층",www.i-screamedu.co.kr,02-1544-0910,02-3448-5262,12
K,214430,아이쓰리시스템,아이쓰리시스템(주),i3system Inc.,1601110072738.0,3148123158,19980711,2015/07/30,ac,정한,대전광역시 유성구 테크노5로 69,www.i3system.com,070-4162-0781,042-931-2555,12
K,040910,아이씨디,(주)아이씨디,"ICD Co.,Ltd",1301110058560.0,1248170233,20000226,2011/08/05,ac,이승호,경기도 안성시  대덕면 만세로 274,www.icd.co.kr,031-678-3333,031-678-3301,12
K,368600,아이씨에이치,(주)아이씨에이치,"ICH Co., Ltd.",1348110250671.0,1438104883,20120814,2022/07/29,ac,김영훈,경기도 군포시 벌새전리길 13(당정동),www.ch-ich.com,070-4187-2061,031-395-0719,12
K,456010,아이씨티케이,아이씨티케이 주식회사,"ICTK Co., Ltd.",1311110496503.0,6498700830,20171018,2024/05/17,ac,이정원,"서울특별시 강남구 강남대로84길 16 비1층, 7층, 13층, 14층(역삼동, 제이스타워)",www.ictk.com,025690010,0317399451,12
K,052860,아이앤씨,(주)아이앤씨테크놀로지,"I&C Technology Co., Ltd.",1101111342213.0,1208167380,19961115,2009/10/06,ac,박창일,경기도 성남시 분당구 판교로255번길 24,www.inctech.co.kr,031-696-3300,031-696-3388,12
K,464500,아이언디바이스,(주)아이언디바이스,Iron Device Corp.,1101113892513.0,2118812569,20080501,2024/09/23,ac,박기태,"서울시 강남구 강남대로 636 7층 (신사동, 두원빌딩)",www.irondevice.com/index.html,02-541-2896,0505-541-2896,12
Y,010780,아이에스동서,아이에스동서(주),"IS DONGSEO CO., LTD.",1101110208383.0,2118631577,19750901,1986/01/27,ac,"남병옥, 허필식, 배기문","서울특별시 강남구 학동로 231 6,7,8,9,10층",www.isdongseo.co.kr,070-4193-4066,02-512-5100,12
K,095340,ISC,(주)아이에스시,"ISC Co., LTD.",1311110057876.0,1298140132,20010222,2007/10/01,ac,"김정렬, 유지한(공동 대표이사)",경기도 성남시 수정구 금토로40번길 26 -,isc21.kr,031-777-7675,031-737-4399,12
K,212710,아이에스티이,(주)아이에스티이,"ISTE Co.,Ltd.",1348110278748.0,1358635890,20130828,2025/02/12,ac,조창현,경기도 화성시 향남읍 토성로 306 (백토리 185),iste.co.kr/,031-548-2588,031-547-2589,12
K,038880,아이에이,(주)아이에이,"iA, Inc.",1101110963341.0,2118199077,19930805,2000/04/27,ac,최동철(단독대표이사),"경기도 성남시 분당구 구미로 8 2층(구미동,분당엠타워)",www.ia-inc.kr,031-609-1300,02-400-4085,12
K,307180,아이엘,(주)아이엘,"IL CO.,LTD.",1101116859099.0,8818801236,20180831,2018/12/21,ac,송성근,충청남도 천안시 동남구 수신면 장산동길 32 아이엘사이언스 천안공장,il.co.kr,031-757-5100,02-2004-9298,12
K,101390,아이엠,(주)아이엠,"IMCo.,LTD",1358110122283.0,1248640961,20060111,2008/07/23,ac,김태동,경기도 용인시 기흥구 기흥로 58-1 기흥ICT밸리A동 4층(구갈동),www.im2006.com,031-231-3114,031-231-3111,12
Y,139130,iM금융지주,(주)아이엠금융지주,"iM Financial Group Co., Ltd.",1701110429523.0,5028610560,20110517,2011/06/07,ac,황병우,대구광역시 북구 옥산로 111 대구은행 제2본점 9층,www.imfngroup.com,0537407900,053-740-7999,12
K,461030,아이엠비디엑스,주식회사 아이엠비디엑스,"IMBdx, Inc.",1101116801206.0,2568601187,20180705,2024/04/03,ac,김태유,"서울특별시 금천구 가산디지털1로 131 A동 605-가, 605-나, 21층",www.imbdx.com/,02-6951-2906,02-6947-3705,12
K,052220,iMBC,(주)아이엠비씨,"iMBC Co., Ltd.",1101111903643.0,1078178996,20000311,2005/01/21,ac,이선태,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터)",corp.imbc.com,02-2105-1100,02-2105-1144,12
K,451220,아이엠티,(주)아이엠티,"IMT Co., Ltd.",1345110044939.0,1358142061,20001123,2023/10/10,ac,최재성,경기도 수원시 영통구 신원로 306 1동 8층,www.imt-c.co.kr/kor/,031-8047-3400,031-8047-3499,12
K,090150,아이윈,(주)아이윈,"iWIN CO.,LTD",1845110020244.0,6218132365,19990206,2006/10/20,ac,"신규진, 조병호(각자대표이사)",부산광역시 기장군  장안읍 장안산단9로 110,www.kwangjinwintec.com,051-711-2222,051-711-2525,12
K,123010,아이윈플러스,(주)아이윈플러스,"iWIN PLUS CO.,LTD.",1101112870784.0,1148631150,20031008,2016/07/20,ac,배세현,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 &nbsp,www.optopac.com,043-218-7866,043-218-7869,12
K,031310,아이즈비전,(주)아이즈비전,EYESVISION CORPORATION,1801110132801.0,6078134770,19920909,1997/07/25,ac,"김상우 , 안필성(각자 대표이사)",서울특별시 강남구 강남대로 556 17층,www.eyesvision.com,02-6330-5088,02-6330-5050,12
K,462980,아이지넷,(주)아이지넷,Aiji net Inc.,1358110248964.0,1248749810,20140516,2025/02/04,ac,"김창균, 김지태","서울특별시 송파구 법원로8길 9 청림타워 5,6층",www.bodoc.kr/,02-1800-5965,,12
K,185490,아이진,아이진(주),"EyeGene,Inc",1101112005018.0,1018160412,20000623,2015/11/16,ac,최석근,경기도 의왕시 양지편2로 13 2층,www.eyegene.co.kr,02-322-1687,02-302-4359,12
K,059100,아이컴포넌트,(주)아이컴포넌트,"i-Components Co., Ltd",1301110060490.0,1248172828,20000512,2008/12/16,ac,김양국,경기도 평택시 팽성읍 추팔산단1길 23,www.i-components.co.kr,031-653-5990,031-653-5993,12
K,262840,아이퀘스트,(주)아이퀘스트,"IQUEST Co., Ltd.",1101111346439.0,1018142433,19961127,2021/02/05,ac,김순모,서울특별시 구로구 디지털로34길 55 407호,www.iquest.co.kr,02-2162-8413,0220254645,12
K,175250,아이큐어,아이큐어(주),Icure Pharmaceutical Incorporation,1101111982720.0,1148199306,20000529,2018/07/12,ac,이영석,서울특별시 강남구 봉은사로104길 10 7층,icure.co.kr,02-6959-6909,02-586-8580,12
K,052460,아이크래프트,아이크래프트(주),"iCRAFTCo.,Ltd.",1101111858814.0,2208175308,20000121,2005/01/03,ac,"박우진, 서익수(각자 대표이사)",서울특별시 강남구 테헤란로44길 8 아이콘역삼 7층 및 8층,www.icraft21.com,(02)541-0474,02-543-1442,12
K,119830,아이텍,아이텍주식회사,"ITEK, Inc.",1351110074149.0,1238600952,20050201,2010/10/26,ac,이장혁,경기도 화성시 동탄면 동탄산단4길 9-15 -,www.iteksemi.com,031-436-2302,031-8077-1588,12
K,052770,아이톡시,(주)아이톡시,ITOXI Corp.,1101111434218.0,2118623306,19970630,2002/08/22,ac,"전봉규, 최치경(각자대표)",서울특별시 강남구 도산대로 427 파모소빌딩 4층,www.itoxi.co.kr,02-6207-7111,02-6207-7115,12
K,124500,아이티센글로벌,(주)아이티센글로벌,"ITCENGLOBAL CO.,LTD.",1101113224849.0,1208681451,20050510,2014/12/23,ac,강진모,"경기도 과천시 과천대로12길 117 제E동(갈현동, 과천펜타원)",www.itcen.co.kr,02-3497-8300,02-571-6052,12
Y,031820,아이티센씨티에스,(주)아이티센씨티에스,ITCENCTS,1101110414126.0,2298112824,19830818,1997/02/12,ac,권창완,"경기도 과천시 과천대로12길 117 제이동 801호,802호,901호(갈현동,과천펜타원)",www.comtec.co.kr,02-3289-0114,02)836-6619,12
K,010280,아이티센엔텍,(주)아이티센엔텍,"ITCENENTEC CO.,LTD.",1101110307870.0,2028132975,19811208,2000/04/14,ac,신장호,"경기도 과천시 과천대로12길 117 (갈현동, 과천펜타원)",www.itcenentec.com,02-2262-8114,02-2277-2385,12
K,232830,아이티센피엔에스,(주)아이티센피엔에스,"ITCENPNS CO.,LTD.",1101114736520.0,1208775882,20111125,2023/06/29,ac,한상욱,"경기도 과천시 과천대로12길 117 (갈현동, 과천펜타원)",www.secucen.com/,02-3495-0700,02-586-6052,12
K,372800,아이티아이즈,주식회사 아이티아이즈,ITEYES Inc.,1101114934273.0,1178181348,20120807,2021/11/11,ac,이성남,"서울특별시 영등포구 은행로 37, 5층",www.iteyes.co.kr/,02-783-2970,027835088,12
K,084850,아이티엠반도체,(주)아이티엠반도체,"ITM Semiconductor Co., Ltd",1311110046639.0,1298132781,20000223,2019/11/07,ac,나혁휘,충청북도 청주시 청원구 오창읍 양청3길 60,www.it-m.co.kr,043-270-6700,043-270-6800,12
K,309710,아이티켐,(주)아이티켐,"IT-CHEM Co., Ltd.",1801110520973.0,6178156392,20050526,2025/08/07,ac,김인규,충청북도 청주시 청원구 오창읍 양청송대길 231,itchem.co.kr/home/main.php,043-217-7028,043-217-7024,12
K,114840,아이패밀리에스씨,(주)아이패밀리에스씨,"iFamilySC Co,. Ltd.",1101111892333.0,1208600633,20000229,2021/10/28,ac,"김태욱, 김성현","서울특별시 송파구 동남로 122 문정동, COLLECTED 빌딩",www.ifamily.co.kr,02-540-4112,02-540-6939,12
Y,139990,아주스틸,아주스틸(주),"AJUSTEEL CO.,LTD.",1760110020145.0,5138116496,19991029,2021/08/20,ac,이현식,경상북도 구미시 4공단로 321,www.ajusteel.com,054-714-3657,054-714-3010,12
