corp_code,corp_name,corp_name_eng,krx_code,stock_code,stock_name,corp_cls,corp_cls_l,jurir_no,bizr_no,ceo_nm,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,lst_dt,acc_mt,sec_cls,market_div,stock_type,par_val,iss_shr,modify_date
00455875,와토스코리아(주),"WATOSCOREACO.,LTD",KR7079000006,079000,와토스코리아,K,KOSDAQ,1201110153916,1368123922,"송공석,송태양,송태광(각자대표)",전라남도 장성군  동화면 전자농공단지1길 31,www.watos.com,,061-392-3685,061-392-3680,22222,19970613,2005/11/15,12,주권,중견기업부,보통주,500,7200000,20230328
01350869,(주)우리금융지주,Woori Financial Group Inc.,KR7316140003,316140,우리금융지주,Y,KOSPI,1101116981206,3988701116,임종룡,서울특별시 중구 소공로 51,www.woorifg.com/,,02-2125-2000,0505-001-0454,64992,20190111,2019/02/13,12,주권,,보통주,5000,742591501,20230327
00231044,(주)우리기술,"Woori Technology, Incorporation",KR7032820003,032820,우리기술,K,KOSDAQ,1101111118656,1128138619,노갑선,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",www.wooritg.com,,02  -2102-5100,02-2102-5111,28123,19950112,2000/06/22,12,주권,벤처기업부,보통주,500,165530656,20220228
00231664,우리기술투자(주),"Woori Technology Investment Co., Ltd",KR7041190000,041190,우리기술투자,K,KOSDAQ,1601110058887,3148117637,이정훈,"서울특별시 강남구 테헤란로 528 12층(대치동, 슈페리어타워)",www.wooricapital.co.kr,,02-2008-3100,02-2008-3123,6491,19961218,2000/06/09,12,주권,벤처기업부,보통주,500,84000000,20221228
00664048,(주)우리넷,"Woori-Net Co., Ltd.",KR7115440000,115440,우리넷,K,KOSDAQ,1301110057124,1248168611,김광수(단독대표),경기도 안양시 동안구 시민대로 353(관양동),www.woori-net.com,,031-276-5101,031-423-5102,2641,20000104,2010/01/27,12,주권,우량기업부,보통주,500,10794292,20240201
00296005,(주)우리로,"WOORIRO CO., LTD",KR7046970000,046970,우리로,K,KOSDAQ,2001110093313,4108148141,박세철,광주광역시 광산구  평동산단6번로 102-22,www.wooriro.com,,062-602-8100,062-602-8115,467,19981229,2012/11/27,12,주권,벤처기업부,보통주,500,43824999,20221206
00369107,우리바이오(주),"WOOREE BIO CO., LTD",KR7082850009,082850,우리바이오,K,KOSDAQ,1350110103198,1348155919,"엄태욱, 윤지용","경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",http://www.wooreebio.co.kr/,,031-494-8828,031-494-3883,108,20000525,2005/07/29,12,주권,벤처기업부,보통주,500,48456578,20241113
01077577,우리산업(주),"WOORY INDUSTRIAL CO.,LTD.",KR7215360009,215360,우리산업,K,KOSDAQ,1345110257251,4168602172,김정우,경기도 용인시 기흥구 지삼로 89,www.woory.com,,031-201-6522,031-204-3199,303,20150401,2015/05/06,12,주권,우량기업부,보통주,500,9132163,20221206
00359623,우리산업홀딩스(주),"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",KR7072470008,072470,우리산업홀딩스,K,KOSDAQ,1341110026480,1358104164,김명준,경기도 용인시 기흥구 지삼로 89,www.woory.com,www.wooryholdings.com,031)201-6522,031-204-3199,303,19890227,2003/10/28,12,주권,중견기업부,보통주,500,18887341,20221206
00413417,우리손에프앤지 농업회사법인(주),"Woorison F&G CO., LTD.",KR7073560005,073560,우리손에프앤지,K,KOSDAQ,2112110005321,4048112594,"조창현, 조광식(각자대표)",전라남도 나주시 반남면 장송길 73,www.woorisonfng.co.kr,,041-563-1055,031-630-5000,101,20010222,2016/07/27,12,주권,우량기업부,보통주,500,69237643,20230403
00155692,우리엔터프라이즈(주),"WOOREE ENTERPRISE CO.,LTD",KR7037400009,037400,우리엔터프라이즈,K,KOSDAQ,1101110061765,1198107096,엄태욱,경기도 안산시 단원구  성곡로 79,www.wooree.co.kr,,031 -492 -1012,031-492-6721,468,19660118,1999/12/16,12,주권,중견기업부,보통주,500,26223346,20230103
00815095,우리이앤엘(주),"WOOREE E&L CO.,Ltd.",KR7153490008,153490,우리이앤엘,K,KOSDAQ,1314110212929,1348648994,엄태욱,경기도 안산시 단원구  성곡로 79,www.wooreeenl.co.kr,,031-599-3143,031-494-3174,2612,20080609,2013/02/05,12,주권,우량기업부,보통주,500,51480000,20250103
00567222,우림피티에스(주),"WOORIM POWER TRAIN SOLUTION Co., Ltd.",KR7101170009,101170,우림피티에스,K,KOSDAQ,1942110039934,6098140851,"한현석,한우진(각자 대표이사)",경상남도 창원시 성산구  남면로 613 우림기계,www.woorimgear.co.kr,,055-260-0300,055-286-1559,29142,20000301,2009/04/28,12,주권,벤처기업부,보통주,500,13500000,20241202
00142661,(주)우성,"WOOSUNG CO., LTD.",KR7006980007,006980,우성,Y,KOSPI,1601110001167,3058120439,한재규,대전광역시 대덕구 한밭대로 1027,wsgroup.co.kr,,042-670-1724,042-670-1793,105,19701230,1988/10/10,12,주권,,보통주,5000,3090000,20240701
00301422,우수AMS(주),"WOOSU AMS CO., LTD.",KR7066590001,066590,우수AMS,K,KOSDAQ,1943110003995,6088121958,"김선우, 안중기(각자대표)",경남 창원시 신촌동 192-4번지,woosu.co.kr,,(055)2745011,(055)274-5016,303,19950613,2003/02/12,12,주권,중견기업부,보통주,500,39073104,20250826
00142883,(주)우신시스템,"WOOSHIN SYSTEMS CO.,LTD",KR7017370008,017370,우신시스템,Y,KOSPI,1101110366719,1078136263,허우영,서울특별시 영등포구  영등포로 20,www.wooshinsys.co.kr,,031-496-6114,031-499-9337,292,19840223,2002/05/28,12,주권,,보통주,500,18314054,20221202
00486875,(주)우양,"WOOYANG  Co., Ltd.",KR7103840005,103840,우양,K,KOSDAQ,1644110000820,3098101598,"이구열, 박경훈(공동대표이사)",충청남도 서천군 장항읍 장산로 357,foodkorea.com,,041-956-7171,041-956-7170,103,19920401,2019/11/20,12,주권,중견기업부,보통주,100,16366428,20250401
00450931,우양에이치씨(주),"WOOYANG HC CO.,LTD.",KR7101970002,101970,우양에이치씨,K,KOSDAQ,1350110062633,1348133443,김진태,경기도 평택시 포승읍 포승공단로118번길 88,www.wooyang.co.kr,,031-680-9300,031-686-9310,2512,19961001,2025/03/28,12,주권,중견기업부,보통주,500,14547709,20250328
00363246,우원개발(주),"Woowon Development Co., Ltd.",KR7046940003,046940,우원개발,K,KOSDAQ,1101111600794,1168170168,"김기영,김기현(각자대표)",서울특별시 서초구 강남대로 279 백향빌딩 8층,www.woowonerd.com,,02-3490-1996,02-501-6855,421,19981028,2002/06/18,12,주권,벤처기업부,보통주,500,18074350,20221206
01065013,(주)우정바이오,"WOOJUNG BIO, Inc.",KR7215380007,215380,우정바이오,K,KOSDAQ,1101115649938,8108600018,천희정,"경기도 화성시 동탄기흥로 593-8 (영천동, 우정바이오 신약클러스터I)",www.woojungbio.kr,,031-888-9341,031-888-9368,701,20150225,2015/05/18,12,주권,벤처기업부,보통주,500,16829576,20250522
00390903,(주)우주일렉트로닉스,"UJU ELECTRONICS CO., LTD",KR7065680001,065680,우주일렉트로,K,KOSDAQ,1348110043711,1248165313,"노영백, 노중산(각자대표이사)",경기도 수원시 영통구 대학3로 7 나보나스퀘어 3층(이의동),www.uju.com,,031-371-3700,(031)371-3800,2629,19990816,2004/01/02,12,주권,우량기업부,보통주,500,9240471,20241126
00173944,(주)우진,WOOJIN INC,KR7105840003,105840,우진,Y,KOSPI,1345110001814,1358105713,"이재상, 백승한 각자대표",경기도 화성시 동부대로970번길 110,www.woojininc.com,,031-379-3114,031-379-3131,27216,19800513,2010/07/26,12,주권,,보통주,500,20197670,20211210
00103547,우진비앤지(주),"WooGeneB&GCO.,Ltd",KR7018620005,018620,우진비앤지,K,KOSDAQ,1243110014409,1248114283,"강석진, 강재구(각자대표)",경기도 화성시 양감면 정문송산로 230,www.woogenebng.com,,02-795-2361,02)797-9863,21230,19851217,2008/05/20,12,주권,중견기업부,보통주,500,28889293,20230331
00143262,(주)우진아이엔에스,"WOOJIN I&S Co.,Ltd",KR7010400000,010400,우진아이엔에스,Y,KOSPI,1101110175467,1148133003,홍경모,서울특별시 서초구 방배로 166 한승빌딩 3층,www.woojini.com,www.woojini.com,02-535-7050,02-534-4582,422,19750127,2018/09/14,12,주권,,보통주,500,7622000,20230210
01030503,(주)우진엔텍,WOOJIN Ntec Inc.,KR7457550002,457550,우진엔텍,K,KOSDAQ,1348110260331,1358628889,신상연,"경기도 화성시 동탄역로 24-2 , 24-1",www.woojinntec.com/,,031-379-3600,0313793636,7390,20130102,2024/01/24,12,주권,중견기업부,보통주,500,9271339,20240124
00303217,(주)우진플라임,"WOOJIN PLAIMM CO.,LTD",KR7049800006,049800,우진플라임,Y,KOSPI,1101110822993,1318139905,김익환,충청북도 보은군 장안면 우진플라임로 100 본관동,www.woojinplaimm.com,http://www.woojinplaimm.com/kor/main/index.php,043-540-9000,043-543-1140,292,19920103,2006/05/24,12,주권,,보통주,500,20000000,20211227
00143651,(주)웅진,"WOONGJIN CO., LTD.",KR7016880007,016880,웅진,Y,KOSPI,1101110346745,2088106344,"윤새봄, 이수영 각자대표",서울특별시 중구 청계천로 24 케이스퀘어 시티,www.woongjin.com,,02-2076-4701,02-2076-9910,715,19830321,1994/11/05,12,주권,,보통주,500,79927080,20230327
00628189,(주)웅진씽크빅,"WOONGJIN THINKBIG CO., LTD.",KR7095720009,095720,웅진씽크빅,Y,KOSPI,2849110065613,1418109131,윤승현,경기도 파주시  회동길 20,www.wjthinkbig.com,http://www.wjthinkbig.com/index.do,031-956-7000,031-949-0463,85120,20070509,2007/05/31,12,주권,,보통주,500,115505985,20250331
00866451,워트 주식회사,"WOT.CO.,LTD.",KR7396470007,396470,워트,K,KOSDAQ,1601110172108,3148165634,"박승배, 양귀철(각자 대표이사)",경기도 화성시 동탄면 동탄산단10길 53-15 &nbsp,wot.co.kr,,031-8047-8600,031-372-8699,29271,20040408,2023/10/26,12,주권,중견기업부,보통주,100,16120000,20250328
00143794,(주)원림,WONLIM CORPORATION,KR7005820006,005820,원림,Y,KOSPI,1101110095152,1198101618,신성엽,서울특별시 서초구  남부순환로 2495 원림빌딩 9층,www.wonlim.co.kr,,02-523-9236,02-581-6543,13225,19681028,1990/04/20,12,주권,,보통주,5000,2297970,20220225
01326224,(주)원바이오젠,"Wonbiogen Co.,Ltd.",KR7307280008,307280,원바이오젠,K,KOSDAQ,1101116860442,2058601156,김원일,경상북도 구미시 1공단로5길 56 ㈜원바이오젠,wonbiogen.co.kr,,054-462-7965,,213,20180903,2018/12/05,12,주권,벤처기업부,보통주,500,7094627,20230220
00210980,(주)원익,"WonIk Co.,LTD",KR7032940009,032940,원익,K,KOSDAQ,1753110001158,5138101732,장홍식,경기도 성남시 분당구 판교로255번길 20 원익빌딩,www.wonik.co.kr,,031-8038-9000,031-8038-9097,4659,19831031,1997/07/18,12,주권,우량기업부,보통주,500,18193230,20221206
00623661,(주)원익머트리얼즈,"WONIK Materials Co.,Ltd.",KR7104830005,104830,원익머트리얼즈,K,KOSDAQ,1501110101662,3178102448,한정욱,충청북도 청주시 청원구 오창읍 양청3길 30 -,wimco.co.kr,http://www.wimco.co.kr/kr/board/irresource,043-210-4600,043-210-4373,20121,20061204,2011/12/28,12,주권,우량기업부,보통주,500,12608000,20230109
01135941,(주)원익아이피에스,"WONIK IPS CO., LTD.",KR7240810002,240810,원익IPS,K,KOSDAQ GLOBAL,1313110163174,6958100374,Tae Hyuk Ahn,경기도 평택시 진위면 진위산단로 75,www.ips.co.kr,,031-8047-7000,031-8047-7084,292,20160404,2016/05/02,12,주권,우량기업부,보통주,500,49083901,20240219
00128175,(주)원익큐브,WONIK CUBE Corp.,KR7014190003,014190,원익큐브,K,KOSDAQ,1101110425432,2208105078,문경수,경기도 성남시 분당구  판교로255번길 20 원익빌딩,www.wonikcube.com,,031-8038-9300,031-8038-9303,46739,19790612,1996/04/26,12,주권,우량기업부,보통주,500,35399906,20230223
00468374,(주)원익큐엔씨,WONIK QnC CORPORATION,KR7074600008,074600,원익QnC,K,KOSDAQ GLOBAL,1760110035615,5138131648,백홍주,경상북도 구미시 산동읍 5공단3로 14 -,www.wonikqnc.com,,054-479-9500,054-479-9599,2312,20031112,2003/12/12,12,주권,우량기업부,보통주,500,26288000,20240307
01020843,(주)원익피앤이,"WONIK PNE CO., LTD.",KR7217820000,217820,원익피앤이,K,KOSDAQ,1348110045535,1248167704,이기채,경기도 수원시 권선구 산업로 185 (주)원익피앤이,www.wonikpne.com,,031-299-0100,043-218-7059,292,19991110,2015/12/07,12,주권,중견기업부,보통주,500,47454559,20241220
00216647,(주)원익홀딩스,"WONIK HOLDINGS CO.,LTD.",KR7030530000,030530,원익홀딩스,K,KOSDAQ,1243110033235,1338127249,"조남성, 장성대 (각자대표이사)",경기도 평택시 진위면 마산12로 21 -,www.wonikholdings.kr,,031-230-4600,031-376-7343,201,19910919,1996/09/24,12,주권,중견기업부,보통주,500,77237981,20240502
00143907,(주)원일특강,WonilSpecialSteel,KR7012620001,012620,원일특강,K,KOSDAQ,1101110220288,1198101622,최극태,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",www.wonilsteel.co.kr,www.wonilsteel.co.kr,031-434-1221,031-434-8500,24123,19771014,1994/06/28,12,주권,우량기업부,보통주,500,4400000,20250326
00488244,(주)원일티엔아이,"WONILTNI CO., LTD.",KR7136150000,136150,원일티엔아이,K,KOSDAQ,1350110093737,1338137918,이정빈,경기도 김포시 양촌읍 황금1로 150,www.woniltni.co.kr/,,031-498-0521,031-498-0525,291,19980924,2025/05/09,12,주권,벤처기업부,보통주,500,8381030,20250509
01459212,주식회사 원준,"Onejoon Co., Ltd.",KR7382840007,382840,원준,K,KOSDAQ,1348110166589,1248673730,이성제,경기도 수원시 권선구 산업로 174-29,www.onejoon.co.kr/,,031-297-0594,031-297-0640,292,20081126,2021/10/07,12,주권,우량기업부,보통주,100,15271581,20220225
01407909,원텍(주),"WON TECH CO.,Ltd.",KR7336570007,336570,원텍,K,KOSDAQ,1101117232799,4968801552,"김종원, 김정현",대전광역시 유성구 테크노8로 64 (용산동),없음,,02-769-3635,,271,20190916,2019/12/19,12,주권,기술성장기업부,보통주,100,89968897,20220819
01441611,(주)원티드랩,Wanted Lab Inc.,KR7376980009,376980,원티드랩,K,KOSDAQ,1311110405166,2998600021,이복기,서울특별시 송파구 올림픽로 300 35층,www.wanted.co.kr,,02-539-7118,,58221,20150406,2021/08/11,12,주권,기술성장기업부,보통주,500,9766394,20230221
00144012,(주)원풍,WonpoongCorporation,KR7008370009,008370,원풍,K,KOSDAQ,1101110138382,1098104258,"서승민,이문희(공동대표)",서울특별시 강서구 공항대로 343 원풍빌딩 9층,www.wonpoong.co.kr,,02-3665-5321,0236655744,22212,19730106,1992/12/18,12,주권,우량기업부,보통주,500,12000000,20230331
00144021,원풍물산(주),WonpungMulsan,KR7008290009,008290,원풍물산,K,KOSDAQ,1201110001769,1378101974,이두식,인천광역시 부평구 아트센터로44번길 3 2층,www.wonpung.com,,02-569-0433(#310),02-569-0434,14111,19721220,1997/07/18,12,주권,중견기업부,보통주,500,40693679,20250226
00580065,(주)월덱스,"WORLDEXINDUSTRY&TRADINGCO.,LTD",KR7101160000,101160,월덱스,K,KOSDAQ,1760110020723,5138117137,배종식,경상북도 구미시  4공단로7길 53-77,www.worldexint.com,,054-456-9980,054-456-9983,262,20000117,2008/06/19,12,주권,우량기업부,보통주,500,16510993,20250327
01408999,(주)웨이버스,"WAVUS Co.,Ltd",KR7336060009,336060,웨이버스,K,KOSDAQ,1101117224647,5358101635,"김학성, 박창훈","서울특별시 구로구 디지털로26길 61 1001호(구로동, 에이스하이엔드타워2차)",,,02-3770-2000,,582,20190904,2019/11/28,12,주권,벤처기업부,보통주,100,48155200,20241018
00526696,(주)웨이브일렉트로닉스,"WaveElectronicsCo.,Ltd.",KR7095270005,095270,웨이브일렉트로,K,KOSDAQ,1311110043271,1298130691,박천석(단독대표),경기도 수원시 영통구 센트럴타운로 114-6 4층 402호,www.wavetc.com,,031-269-0010,031-291-9640,272,19991013,2007/09/12,12,주권,벤처기업부,보통주,500,14971256,20221223
01270749,(주)웨이비스,Wavice Inc.,KR7289930000,289930,웨이비스,K,KOSDAQ,1348110407800,2728600666,한민석,경기도 화성시 삼성1로5길 46,www.wavice.com/,,031-260-8600,0312608699,261,20170502,2024/10/25,12,주권,기술성장기업부,보통주,500,12519593,20241025
00141273,웰바이오텍(주),"WELLBIOTEC CO.,LTD",KR7010600005,010600,웰바이오텍,Y,KOSPI,1101110179659,1198104065,김한국,서울특별시 강남구 영동대로106길 17 5층,www.wellbiotec.co.kr,www.wellbiotec.co.kr,02-6902-1300,02)864-1071,461,19750419,1997/07/18,12,주권,,보통주,500,90923407,20240402
00362159,(주)웰크론,Welcron Company Limited,KR7065950008,065950,웰크론,K,KOSDAQ,1101110860216,1208163730,이영규,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,www.welcron.com,www.welcron.com,(02)2107-6600,070-7469-6750,13219,19920527,2003/07/29,12,주권,중견기업부,보통주,500,28231302,20221011
00487546,(주)웰크론한텍,"WELCRON HANTEC CO.,LTD.",KR7076080001,076080,웰크론한텍,K,KOSDAQ,1101111118276,1268123094,"이영규, 이기창, 강영길 (각자대표)",경기도 화성시  향남읍 발안공단로 92-36,www.welcronhantec.co.kr,http://www.welcronhantec.co.kr/html/main.asp,031-350-8900,02-854-1681,411,19950112,2008/07/18,12,주권,중견기업부,보통주,500,22594156,20250326
00260611,웰킵스하이텍(주),"WELKEEPS HITECH CO.,LTD",KR7043590009,043590,웰킵스하이텍,K,KOSDAQ,1101110171168,3038107177,박기태,경기도 안성시 공도읍 신두만곡로 134 -,www.welkeepshitech.com,,02-453-0488,02-453-2498,261,19741023,2001/12/20,12,주권,중견기업부,보통주,500,27136762,20240102
00864338,(주)웹스,"WAPS Co., Ltd.",KR7196700009,196700,웹스,K,KOSDAQ,1801110378835,6068170604,이재춘,부산광역시 해운대구 센텀동로 45 901호,www.waps.co.kr,,051-896-6390,051-896-6391,20203,20010925,2015/08/24,12,주권,벤처기업부,보통주,500,14364144,20221213
00405320,(주)웹젠,Webzen Inc.,KR7069080000,069080,웹젠,K,KOSDAQ GLOBAL,1101111955694,2148657130,김태영,"경기도 성남시 분당구 판교로 242 (삼평동, 판교디지털콘텐츠파크 B동)",company.webzen.com,,031-627-6600,031-627-6700,5821,20000428,2003/05/23,12,주권,우량기업부,보통주,500,34600884,20221206
00323868,웹케시(주),WebCash Corporation,KR7053580007,053580,웹케시,K,KOSDAQ,1101111731135,2148635102,강원주,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층,www.webcash.co.kr,,02-784-1690,02-784-0810,582,19990708,2019/01/25,12,주권,우량기업부,보통주,500,13636248,20250225
01137860,(주)위너스,"Winners Co., Ltd.",KR7479960007,479960,위너스,K,KOSDAQ,1152110049566,1328154141,김창성,경기도 남양주시 진접읍 진벌로223번길 53,www.wns21.co.kr/,,031-534-8632,,289,20040130,2025/02/24,12,주권,중견기업부,보통주,200,6851000,20250224
01175499,주식회사 위니아에이드,"WINIA AID CO.,LTD.",KR7377460001,377460,위니아에이드,K,KOSDAQ,2001110418983,4108707666,김희웅,광주광역시 광산구 소촌로123번길 40-11 소촌동,www.winiaaid.com,,031-599-6267,031-599-6367,953,20150126,2022/06/23,12,주권,관리종목(소속부없음),보통주,500,62055687,20250502
00293886,(주)위닉스,WINIX INC.,KR7044340008,044340,위닉스,K,KOSDAQ,1301110026260,1338122434,윤철민,경기도 화성시 장안면 수정로 80-13 -,www.winix.com,,031-701-1173,0314982618,28519,19860922,2000/10/24,12,주권,중견기업부,보통주,500,17873425,20250523
00765851,위더스제약(주),"Withus Pharmaceutical. Co., LTD",KR7330350000,330350,위더스제약,K,KOSDAQ,1101113069534,2148763871,성대영,서울특별시 서초구 동산로12길 9,withuspharm.com,,02-3486-7474,02-792-0588,212,20040819,2020/07/03,12,주권,우량기업부,보통주,200,13202139,20240701
00925587,(주)위드텍,"WITHTECH, Inc.",KR7348350000,348350,위드텍,K,KOSDAQ,1601110166341,3148163107,"유승교,박현열(각자 대표이사)",대전광역시 유성구 테크노2로 300 (탑립동),www.withtech.co.kr,,042-936-7117,042-936-7228,27213,20031211,2020/10/30,12,주권,우량기업부,보통주,500,10183600,20230223
00444329,(주)위메이드,"Wemade Co., Ltd.",KR7112040001,112040,위메이드,K,KOSDAQ,1101111873755,2098124419,"Park, Kwan Ho",경기도 성남시 분당구 대왕판교로 644번길 49 (삼평동 코리아벤처타운 업무시설비블럭 아이레보타워),wemade.com,,02-3709-2020,02-3709-2100,5821,20000210,2009/12/18,12,주권,중견기업부,보통주,500,33948483,20250516
00643656,(주)위메이드맥스,"Wemade Max Co., Ltd.",KR7101730000,101730,위메이드맥스,K,KOSDAQ,1101111401051,2148615315,"이길형, 손면석 각자 대표이사",경기도 성남시 분당구 대왕판교로644번길 49 위메이드타워(삼평동) 4층,www.wemademax.com,www.wemademax.com/ir.php?type=ir_05,02-420-8854,02-420-8855,5821,19970410,2009/06/03,12,주권,벤처기업부,보통주,500,83803286,20241113
00815767,(주)위메이드플레이,"Wemade Play Co., Ltd.",KR7123420002,123420,위메이드플레이,K,KOSDAQ,1101114291540,1078732726,우상준,"경기도 성남시 분당구 황새울로360번길 42 9층, 14층",corp.wemadeplay.com,,031-1833-9782,031-706-7466,5821,20100225,2010/11/10,12,주권,우량기업부,보통주,500,11469842,20250325
00374738,(주)위세아이텍,"WISE iTech Co., Ltd.",KR7065370009,065370,위세아이텍,K,KOSDAQ,1101110723969,2148121976,"김다산, 이제동 (각자 대표이사)",경기도 과천시 과천대로12길 117 과천펜타원 G동 11-13층,www.wise.co.kr,,02-6246-1400,02-6246-1415,58221,19900927,2020/02/10,12,주권,벤처기업부,보통주,500,7383954,20240619
00264228,위즈코프(주),"WIZ CORP, Inc.",KR7038620001,038620,위즈코프,K,KOSDAQ,1101111136145,1168136215,정승환,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩)",www.wizit.com,,02-2007-0300,02-2007-0333,47711,19950306,2000/05/04,12,주권,벤처기업부,보통주,500,75729465,20221208
01276327,(주)위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",KR7299900001,299900,위지윅스튜디오,K,KOSDAQ,1101116033833,2898700337,조성완,서울특별시 강남구 도산대로 128 국민연금강남회관 9층,www.wswgstudios.com,,02-749-0507,02-794-0507,59120,20160415,2018/12/20,12,주권,중견기업부,보통주,500,171048884,20240701
00258360,(주)위지트,"WIZIT Co., Ltd.",KR7036090009,036090,위지트,K,KOSDAQ,1101111373755,1058185147,양승환,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",www.wizit.co.kr,,032-820-9900,032-822-9192,29272,19970204,1999/12/10,12,주권,중견기업부,보통주,500,118392284,20230215
01445440,(주)위츠,"WITS Co., Ltd.",KR7459100004,459100,위츠,K,KOSDAQ,1345110389715,2398101474,김응태,경기도 용인시 처인구 남사면 형제로 35,www.ewits.co.kr/kr/,,070-4925-9511,070-4925-9699,26299,20190404,2024/11/20,12,주권,중견기업부,보통주,500,12642000,20241120
00868705,(주)윈스테크넷,"WINS Technet Co., Ltd",KR7136540002,136540,윈스테크넷,K,KOSDAQ,1311110272002,1298655101,김보연,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동,www.wins21.co.kr,,031-622-8600,031-622-8601,62021,20110105,2011/05/02,12,주권,우량기업부,보통주,500,12279746,20250416
00536286,(주)윈팩,WINPAC INC.,KR7097800007,097800,윈팩,K,KOSDAQ,1344110020543,1268161690,"최원, 신동호(각자대표이사)",경기도 용인시 처인구  백암면 청강가창로 50,www.winpac.co.kr,,031-8020-4400,031-323-3195,2612,20020403,2013/03/07,12,주권,중견기업부,보통주,500,116450229,20240722
00910840,(주)윈하이텍,"WINHITECH CO., Ltd.",KR7192390003,192390,윈하이텍,K,KOSDAQ,1545110049654,3038163280,"송자은, 박성태(각자대표)",충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,www.winhitech.co.kr,,02-854-2818,02-854-2854,2511,20110915,2014/07/25,12,주권,우량기업부,보통주,500,11032229,20230330
00104999,(주)윌비스,"THE WILLBES & CO.,LTD",KR7008600009,008600,윌비스,Y,KOSPI,1101110172447,1208114772,"임찬혁(대표집행임원), 송주호(대표집행임원)",충청남도 천안시 동남구  만남로 76,www.willbes.com,,041-529-5716,041)552-5503,46413,19730309,1989/07/28,12,주권,,보통주,1000,67236039,20221201
01405585,(주)윙스풋,WING'S FOOT INC.,KR7335870002,335870,윙스풋,K,KOSDAQ,1101117222352,7388801494,"임신영, 김동린(각자대표)",서울특별시 중구 명동길 65 보림빌딩 11층,www.wingsfoot.co.kr,,02-539-6130,02-3789-6138,474,20190902,2019/12/09,12,주권,중견기업부,보통주,100,16750473,20250725
01328639,윙입푸드홀딩스,WING YIP FOOD HOLDINGS GROUP LIMITED,HK0000449303,900340,윙입푸드,K,KOSDAQ,,46295,왕현도,"UNIT B, 17/F, UNITED CENTRE, 95 QUEENSWAY, ADMIRALTY, HK -",wingyip-food.com,,86-760-23215457,86-760-23211889,64992,20150424,2018/11/30,12,외국주권,외국기업(소속부없음),보통주,무액면,50330928,20230425
00159786,(주)유니드,"UNID CO.,LTD",KR7014830004,014830,유니드,Y,KOSPI,1101110275069,1048124846,"정의승, 이우일",서울특별시 중구  을지로5길 19,www.unid.co.kr,,02-3709-9500,02)774-7591,20129,19800510,2004/12/03,12,주권,,보통주,5000,6767600,20230317
01702017,(주)유니드비티플러스,"UNID btplus Co., Ltd.",KR7446070005,446070,유니드비티플러스,Y,KOSPI,1101118466280,4848802669,한상준,"서울특별시 중구 서소문로 50 6층(중림동, 센트럴플레이스)",www.unidbtplus.co.kr,,02-3709-6600,02-3709-6601,16102,20221102,2022/11/28,12,주권,,보통주,1000,10611215,20230703
00260569,유니셈(주),"UNION SEMICONDUCTOR EQUIPMENT  CO.,LTD;",KR7036200004,036200,유니셈,K,KOSDAQ,1348110024878,1248142101,"김형균,이양구(각자대표)",경기도 화성시 동탄면 장지남길 10-7,www.unisem.co.kr,,031-379-5800,031-379-5700,29271,19960101,1999/12/10,12,주권,우량기업부,보통주,500,30664223,20240227
00144243,유니슨(주),"UNISON CO., LTD.",KR7018000000,018000,유니슨,K,KOSDAQ,1101110382020,1208130898,박원서,경상남도 사천시 사남면 해안산업로 513 -,www.unison.co.kr,,055-851-8777,02-528-8666,29119,19840924,1996/01/10,12,주권,중견기업부,보통주,500,170712813,20250221
00369833,유니온머티리얼(주),Union Materials Corp.,KR7047400007,047400,유니온머티리얼,Y,KOSPI,1701110176489,5148137645,"김진영, 이우선",대구광역시 달서구  성서공단남로 151,unionmaterials.com,,055-580-4135,053-580-4111,23222,20000630,2009/09/29,12,주권,,보통주,500,42000000,20230223
00408266,(주)유니온바이오메트릭스,"UNION biometrics Co., Ltd.",KR7203450002,203450,유니온바이오메트릭스,K,KOSDAQ,1101111892903,2118691935,신요식,서울특별시 송파구 법원로 127 문정대명벨리온 12층,www.unioncomm.co.kr,,02-6488-3127,02-6488-3096,26429,20000229,2016/12/07,12,주권,벤처기업부,보통주,500,14079007,20250425
00144252,(주)유니온,UNION CORPORATION,KR7000910000,000910,유니온,Y,KOSPI,1101110200579,1048124962,"이건영, 이우선",서울특별시 중구  소공로 94 OCI빌딩 13층,www.unioncement.com,,02-3455-8793,(02) 757 - 3807~8,23311,19521206,1996/07/03,12,주권,,보통주,500,15611619,20211125
