ticker,company_name,EMSEC1,EMSEC1_비중(%),EMSEC2,EMSEC2_비중(%),EMSEC3,EMSEC3_비중(%),EMSEC4,EMSEC4_비중(%),EMTEC
105630,한세실업,Apparel & Accessories,100,,,,,,,
105740,디케이락,Special-purpose Machinery,100,,,,,,,
105760,포스뱅크,Electronic Equipment & Devices,100,,,,,,,"['Retail, Marketing and Customer Technologies', 'Process Automation']"
105840,우진,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Industrial IoT']"
106080,케이이엠텍,Electronic Components,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Battery & Energy Materials']"
106190,하이텍팜,Pharmaceuticals,100,,,,,,,
106240,파인테크닉스,Electronic Equipment & Devices,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials', 'Energy Storage Systems']"
106520,노블엠앤비,Electronic Components,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Mobility and Smart Transportation Technologies']"
107590,미원홀딩스,Specialty Chemicals,100,,,,,,,"['Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
107600,새빗켐,Specialty Chemicals,59.51,Secondary Batteries,40.49,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
107640,한중엔시에스,Secondary Batteries,66.05,Auto Parts,33.95,,,,,"['Energy Storage Systems', 'Battery & Energy Materials']"
108230,톱텍,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Battery & Energy Materials', 'Mobility and Smart Transportation Technologies', 'Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films', 'Telecommunications and IoT Technologies']"
108320,LX세미콘,Semiconductor Manufacturing,100,,,,,,,['Semiconductor Materials']
108380,대양전기공업,Ship Components,65.28,Electronic Equipment & Devices,34.72,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Battery & Energy Materials']"
108490,로보티즈,Robotics & Components,100,,,,,,,"['Process Automation', 'Mobility and Smart Transportation Technologies', 'Telecommunications and IoT Technologies']"
108670,LX하우시스,Building Materials,70.96,Auto Parts,29.04,,,,,['High-performance Polymers & Functional Films']
108860,셀바스AI,General Software,83.23,IT Services,16.77,,,,,"['Predictive AI', 'Generative AI', 'Digital Therapeutics', 'Education and Content Technologies', 'Mobility and Smart Transportation Technologies']"
109070,주성코퍼레이션,Marine Transport,100,,,,,,,['Telecommunications and IoT Technologies']
109080,옵티시스,Electronic Components,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Telecommunications and IoT Technologies']"
109610,에스와이,Building Materials,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Solar & Wind Power']"
109670,씨싸이트,Apparel & Accessories,100,,,,,,,
109740,디에스케이,Secondary Batteries,100,,,,,,,"['Battery & Energy Materials', 'Process Automation', 'Advanced Optical & Electronic Materials']"
109820,진매트릭스,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
109860,동일금속,Construction Machinery,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
109960,AP헬스케어,Specialized Construction,53.41,Pharmaceuticals,46.59,,,,,
110020,전진바이오팜,Nondurable Household Products,75.28,Animal Health Products,24.72,,,,,
110790,크리스에프앤씨,Apparel & Accessories,100,,,,,,,
110990,디아이티,Special-purpose Machinery,62.24,Machine Tools,37.76,,,,,"['Predictive AI', 'Generative AI', 'Real-time Analytics', 'Semiconductor Materials', 'Battery & Energy Materials', 'AI Accelerators']"
111110,호전실업,Apparel & Accessories,100,,,,,,,
111380,동인기연,Apparel & Accessories,100,,,,,,,
111710,남화산업,Leisure Facilities,100,,,,,,,
111770,영원무역,Apparel & Accessories,82.78,Leisure Products,17.22,,,,,
111870,KH 미래물산,Electronic Equipment & Devices,100,,,,,,,
112040,위메이드,Game Software,100,,,,,,,['Blockchain and Distributed Ledger Technologies']
112290,와이씨켐,Semiconductor Materials & Equipment,64.89,Specialty Chemicals,35.11,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
112610,씨에스윈드,Alternative Power,100,,,,,,,['Solar & Wind Power']
113810,디젠스,Auto Parts,100,,,,,,,
114090,GKL,Casinos & Gambling,100,,,,,,,
114190,강원에너지,Secondary Batteries,79.97,Plant Engineering,20.03,,,,,"['Battery & Energy Materials', 'Process Automation', 'Construction, Plant and Heavy Industry Technologies']"
114450,그린생명과학,Specialty Chemicals,100,,,,,,,"['Biopharmaceuticals', 'Advanced Optical & Electronic Materials', 'Battery & Energy Materials']"
114630,폴라리스우노,Synthetic Rubber & Plastics,100,,,,,,,
114810,한솔아이원스,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
114840,아이패밀리에스씨,Cosmetics,100,,,,,,,
115160,휴맥스,Telecom Equipment,63.31,Auto Parts,36.69,,,,,"['Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
115180,큐리언트,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
115310,인포바인,Telecom Solutions,70.43,IT Services,29.57,,,,,"['Cybersecurity and Authentication Technologies', 'Telecommunications and IoT Technologies']"
115440,우리넷,Telecom Equipment,100,,,,,,,"['Telecommunications and IoT Technologies', 'Quantum and High-performance Computing', 'Advanced Optical & Electronic Materials']"
115450,HLB테라퓨틱스,Freight Land Transport,100,,,,,,,['Biopharmaceuticals']
115480,씨유메디칼,Medical Equipment,100,,,,,,,"['Digital Therapeutics', 'Process Automation', 'Telecommunications and IoT Technologies']"
115500,케이씨에스,IT Services,100,,,,,,,"['Real-time Analytics', 'Cloud Infrastructure', 'Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies', 'Mobility and Smart Transportation Technologies']"
115530,씨엔플러스,Electronic Components,61.24,IT Services,38.76,,,,,"['Solar & Wind Power', 'Energy Storage Systems', 'Education and Content Technologies', 'Cloud Infrastructure']"
115570,스타플렉스,Advertising,100,,,,,,,['High-performance Polymers & Functional Films']
115610,이미지스,Semiconductor Manufacturing,100,,,,,,,"['Semiconductor Materials', 'Telecommunications and IoT Technologies']"
117580,대성에너지,Gas,100,,,,,,,
117670,알파홀딩스,Semiconductor Manufacturing,100,,,,,,,['Semiconductor Materials']
117730,티로보틱스,Robotics & Components,76.56,Display Materials & Equipment,23.44,,,,,"['Process Automation', 'Industrial IoT']"
118000,메타케어,Pharmaceuticals,79.44,Medical Equipment,20.56,,,,,
118990,모트렉스,Electronic Components,52.13,Auto Parts,28.9,Construction Machinery,18.97,,,"['Mobility and Smart Transportation Technologies', 'Telecommunications and IoT Technologies', 'Construction, Plant and Heavy Industry Technologies']"
119500,포메탈,Auto Parts,36.34,Special-purpose Machinery,35.48,Defense,28.18,,,
119610,인터로조,Medical Supplies,72.2,Cosmetics,27.8,,,,,
119650,KC코트렐,Waste & Remediation,100,,,,,,,['Carbon Capture and Utilization']
119830,아이텍,Semiconductor Materials & Equipment,78.51,Secondary Batteries,21.49,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films', 'Process Automation', 'Industrial IoT', 'Telecommunications and IoT Technologies', 'Battery & Energy Materials', 'Energy Storage Systems']"
119850,지엔씨에너지,Independent Power Producers,64.74,Alternative Power,35.26,,,,,"['Energy Storage Systems', 'Hydrogen Energy', 'Fuel Cells']"
120030,조선선재,Special-purpose Machinery,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
120110,코오롱인더,Auto Parts,50.08,Apparel & Accessories,26.97,Petrochemicals,22.95,,,"['High-performance Polymers & Functional Films', 'Advanced Optical & Electronic Materials', 'Battery & Energy Materials']"
120240,대정화금,Specialty Chemicals,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Biopharmaceuticals']"
121440,골프존뉴딘홀딩스,Leisure Products,100,,,,,,,
121600,나노신소재,Secondary Batteries,61.77,Specialty Chemicals,38.23,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials', 'Solar & Wind Power']"
121800,비덴트,Broadcasting,100,,,,,,,
121850,코이즈,Display Materials & Equipment,100,,,,,,,"['Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films', 'Semiconductor Materials']"
121890,에스디시스템,Transport Infrastructure,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Cloud Infrastructure', 'Telecommunications and IoT Technologies']"
122310,제노레이,Medical Equipment,100,,,,,,,['Genomics & Diagnostics']
122350,삼기,Auto Parts,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Battery & Energy Materials']"
122450,KX,Leisure Facilities,41.66,Semiconductor Materials & Equipment,29.98,Broadcasting,28.36,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
122640,예스티,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'Process Automation', 'Industrial IoT']"
122690,서진오토모티브,Auto Parts,100,,,,,,,
122870,와이지엔터테인먼트,Entertainment,100,,,,,,,
122900,아이마켓코리아,Specialty Retail,78.86,Medical Supplies,21.14,,,,,
122990,와이솔,Electronic Components,100,,,,,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
123010,아이윈플러스,Electronic Components,64.82,Robotics & Components,19.08,Semiconductor Materials & Equipment,16.11,,,"['Process Automation', 'Industrial IoT', 'Advanced Optical & Electronic Materials']"
123040,엠에스오토텍,Auto Parts,100,,,,,,,
123330,제닉,Cosmetics,100,,,,,,,
123410,코리아에프티,Auto Parts,100,,,,,,,['Mobility and Smart Transportation Technologies']
123420,위메이드플레이,Game Software,100,,,,,,,
123570,이엠넷,Advertising,100,,,,,,,"['Generative AI', 'Retail, Marketing and Customer Technologies']"
123690,한국화장품,Cosmetics,100,,,,,,,
123700,SJM,Auto Parts,100,,,,,,,
123750,알톤,Leisure Products,100,,,,,,,
123840,뉴온,Health Supplements,62.46,Special-purpose Machinery,37.54,,,,,['Advanced Optical & Electronic Materials']
123860,아나패스,Display Materials & Equipment,83.41,Semiconductor Manufacturing,16.59,,,,,['Semiconductor Materials']
123890,한국자산신탁,Real Estate Development & Management,100,,,,,,,
124500,아이티센,IT Services,100,,,,,,,"['Cloud Infrastructure', 'Blockchain and Distributed Ledger Technologies', 'SaaS Platforms']"
124560,태웅로직스,Marine Transport,100,,,,,,,
125210,아모그린텍,Special-purpose Machinery,42.1,Secondary Batteries,31.27,Specialty Chemicals,26.63,,,"['Advanced Optical & Electronic Materials', 'Battery & Energy Materials', 'Energy Storage Systems', 'Semiconductor Materials']"
126340,비나텍,Electronic Components,100,,,,,,,"['Energy Storage Systems', 'Hydrogen Energy', 'Process Automation']"
126560,현대퓨처넷,Cosmetics,77.5,IT Services,22.5,,,,,"['Generative AI', 'Cloud Infrastructure', 'SaaS Platforms', 'Telecommunications and IoT Technologies', 'Genomics & Diagnostics', 'Digital Therapeutics']"
126600,BGF에코머티리얼즈,Synthetic Rubber & Plastics,100,,,,,,,"['High-performance Polymers & Functional Films', 'Semiconductor Materials', 'Battery & Energy Materials']"
126640,화신정공,Auto Parts,65.11,Metal Processing,34.89,,,,,
126700,하이비젼시스템,Electronic Equipment & Devices,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Battery & Energy Materials', 'Mobility and Smart Transportation Technologies']"
126720,수산인더스트리,Independent Power Producers,64.1,Electric Power,35.9,,,,,"['Process Automation', 'Predictive Maintenance', 'Energy Storage Systems']"
126730,코칩,Electronic Components,100,,,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
126880,제이엔케이글로벌,Specialized Construction,79.87,Alternative Power,20.13,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Hydrogen Energy']"
127120,제이에스링크,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics', 'Biopharmaceuticals']"
127710,아시아경제,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies', 'Education and Content Technologies']"
127980,화인써키트,Electronic Components,100,,,,,,,['Semiconductor Materials']
128540,에코캡,Auto Parts,100,,,,,,,
128660,피제이메탈,Non-ferrous Metals,100,,,,,,,['Battery & Energy Materials']
128820,대성산업,Oil Refining & Marketing,56.98,Electric Power,43.02,,,,,"['Energy Storage Systems', 'Hydrogen Energy']"
128940,한미약품,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
129260,인터지스,Marine Transport,100,,,,,,,
129890,앱코,Electronic Equipment & Devices,62.54,Education Services,37.46,,,,,"['Education and Content Technologies', 'Telecommunications and IoT Technologies', 'AI Accelerators']"
129920,대성하이텍,Machine Tools,59.15,Special-purpose Machinery,40.85,,,,,"['Process Automation', 'Industrial IoT', 'Semiconductor Materials']"
130500,GH신소재,Synthetic Rubber & Plastics,100,,,,,,,
130580,나이스디앤비,Fintech,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Real-time Analytics']"
130660,한전산업,Electric Power,100,,,,,,,"['Process Automation', 'Energy Storage Systems', 'Solar & Wind Power']"
130740,티피씨글로벌,Auto Parts,39.26,Synthetic Rubber & Plastics,34.54,Special-purpose Machinery,26.2,,,
131030,옵투스제약,Pharmaceuticals,100,,,,,,,
131090,시큐브,Telecom Solutions,56.09,Security Services,43.91,,,,,"['Cybersecurity and Authentication Technologies', 'Cloud Infrastructure']"
131100,티엔엔터테인먼트,Entertainment,100,,,,,,,['Education and Content Technologies']
131180,딜리,Printing Services,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials']"
131220,대한과학,Professional Services,100,,,,,,,
131290,티에스이,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
131370,알서포트,IT Services,62.37,General Software,37.63,,,,,"['Cloud Infrastructure', 'Telecommunications and IoT Technologies', 'Real-time Analytics', 'AI and Data Technologies']"
131400,이브이첨단소재,Electronic Components,100,,,,,,,"['Battery & Energy Materials', 'Mobility and Smart Transportation Technologies', 'Advanced Optical & Electronic Materials']"
131760,파인텍,Display Materials & Equipment,47.15,Electronic Components,29.48,Secondary Batteries,23.37,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
131970,두산테스나,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
133750,메가엠디,Education Services,100,,,,,,,['Education and Content Technologies']
133820,화인베스틸,Steel,100,,,,,,,"['Process Automation', 'Digital Twin', 'Robotics and Automation Systems', 'Hydrogen Energy']"
134060,이퓨쳐,Education Services,100,,,,,,,['Education and Content Technologies']
134380,미원화학,Specialty Chemicals,100,,,,,,,
134580,탑코미디어,Internet Services,100,,,,,,,['Education and Content Technologies']
134790,시디즈,Home Furniture,100,,,,,,,
136410,아셈스,Specialty Chemicals,100,,,,,,,['High-performance Polymers & Functional Films']
136480,하림,"Agriculture, Livestock & Fisheries",80.71,Primary Processed Foods,19.29,,,,,
136490,선진,"Agriculture, Livestock & Fisheries",100,,,,,,,
136540,윈스,IT Services,100,,,,,,,"['Cybersecurity and Authentication Technologies', 'Cloud Infrastructure', 'Education and Content Technologies']"
137080,나래나노텍,Display Materials & Equipment,57.48,Electronic Equipment & Devices,26.01,Special-purpose Machinery,16.52,,,"['Process Automation', 'Battery & Energy Materials', 'Semiconductor Materials', 'Solar & Wind Power']"
137310,에스디바이오센서,Medical Equipment,100,,,,,,,['Genomics & Diagnostics']
137400,피엔티,Secondary Batteries,78.2,Electronic Equipment & Devices,21.8,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials', 'Process Automation']"
137940,넥스트아이,Cosmetics,100,,,,,,,"['Process Automation', 'Industrial IoT']"
137950,제이씨케미칼,Alternative Energy,100,,,,,,,['Energy Storage Systems']
138040,메리츠금융지주,Insurance,100,,,,,,,['Finance and Risk Analytics Technologies']
138070,신진에스엠,Metal Processing,100,,,,,,,"['Process Automation', 'Industrial IoT']"
138080,오이솔루션,Telecom Equipment,100,,,,,,,"['Telecommunications and IoT Technologies', 'Advanced Optical & Electronic Materials']"
138360,협진,Special-purpose Machinery,100,,,,,,,
138490,코오롱ENP,Synthetic Rubber & Plastics,100,,,,,,,['High-performance Polymers & Functional Films']
138610,나이벡,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
138930,BNK금융지주,Banks,100,,,,,,,
139050,BF랩스,Engineering & Design Services,51.34,Advertising,48.66,,,,,"['Telecommunications and IoT Technologies', 'Blockchain and Distributed Ledger Technologies', 'Retail, Marketing and Customer Technologies']"
139130,DGB금융지주,Banks,100,,,,,,,['Finance and Risk Analytics Technologies']
139480,이마트,Multiline Retail,79.88,Secondary Processed Foods,20.12,,,,,"['Retail, Marketing and Customer Technologies', 'Cloud Infrastructure', 'SaaS Platforms']"
139670,키네마스터,General Software,100,,,,,,,"['Education and Content Technologies', 'SaaS Platforms']"
139990,아주스틸,Steel,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Battery & Energy Materials', 'Construction, Plant and Heavy Industry Technologies', 'Solar & Wind Power']"
140070,서플러스글로벌,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
140410,메지온,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
140430,카티스,Security Services,100,,,,,,,"['Cybersecurity and Authentication Technologies', 'Edge Computing', 'Quantum and High-performance Computing']"
140520,대창스틸,Steel,100,,,,,,,
140670,알에스오토메이션,Robotics & Components,54.84,Power Equipment,45.16,,,,,"['Process Automation', 'Industrial IoT', 'Solar & Wind Power', 'Energy Storage Systems', 'Hydrogen Energy']"
140860,파크시스템스,Special-purpose Machinery,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials', 'Industrial IoT']"
140910,에이리츠,Real Estate Development & Management,76.38,REITs,23.62,,,,,
141000,비아트론,Display Materials & Equipment,100,,,,,,,['Advanced Optical & Electronic Materials']
141080,리가켐바이오,Biotechnology,100,,,,,,,['Biopharmaceuticals']
142210,유니트론텍,Semiconductor Materials & Equipment,67.86,Display Panel Manufacturing,32.14,,,,,"['Semiconductor Materials', 'Mobility and Smart Transportation Technologies', 'AI Accelerators']"
142280,녹십자엠에스,Medical Equipment,72.25,Medical Supplies,27.75,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
142760,모아라이프플러스,Biotechnology,82.58,Health Supplements,17.42,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
143160,아이디스,Security Services,100,,,,,,,"['Cybersecurity and Authentication Technologies', 'Telecommunications and IoT Technologies', 'AI Accelerators']"
143210,핸즈코퍼레이션,Auto Parts,100,,,,,,,
143240,사람인,Job Training & Employment Services,100,,,,,,,['Recommendation Systems']
143540,영우디에스피,Display Materials & Equipment,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Process Automation', 'Semiconductor Materials']"
144510,지씨셀,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
144960,뉴파워프라즈마,Semiconductor Materials & Equipment,57.18,Defense,42.82,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
145020,휴젤,Biotechnology,100,,,,,,,['Biopharmaceuticals']
145170,노브랜드,Apparel & Accessories,100,,,,,,,
145210,다이나믹디자인,Tires,100,,,,,,,"['Process Automation', 'Industrial IoT']"
145270,케이탑리츠,REITs,100,,,,,,,
145720,덴티움,Medical Equipment,100,,,,,,,"['Digital Therapeutics', 'Hydrogen Energy']"
145990,삼양사,Primary Processed Foods,58.88,Petrochemicals,41.12,,,,,
146060,율촌,Auto Parts,100,,,,,,,
146320,비씨엔씨,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
147760,피엠티,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
147830,제룡산업,Metal Processing,79.31,Synthetic Rubber & Plastics,20.69,,,,,"['Telecommunications and IoT Technologies', 'Construction, Plant and Heavy Industry Technologies']"
148150,세경하이테크,Display Materials & Equipment,100,,,,,,,['High-performance Polymers & Functional Films']
148250,알엔투테크놀로지,Telecom Equipment,100,,,,,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
148780,비큐AI,Internet Services,100,,,,,,,"['Real-time Analytics', 'SaaS Platforms', 'Generative AI']"
148930,에이치와이티씨,Secondary Batteries,100,,,,,,,"['Battery & Energy Materials', 'Process Automation']"
149950,아바텍,Display Materials & Equipment,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials']"
149980,하이로닉,Medical Equipment,100,,,,,,,
150840,인트로메딕,Medical Equipment,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
150900,파수,IT Services,80.45,General Software,19.55,,,,,"['Cybersecurity and Authentication Technologies', 'Generative AI', 'Cloud Infrastructure', 'Blockchain and Distributed Ledger Technologies']"
151860,KG에코솔루션,Steel,50.31,Automobiles,49.69,,,,,
151910,퓨처코어,Electronic Components,100,,,,,,,['Advanced Optical & Electronic Materials']
152550,한국ANKOR유전,,,,,,,,,
153460,네이블,Telecom Solutions,100,,,,,,,"['Telecommunications and IoT Technologies', 'Generative AI', 'Predictive AI', 'Process Automation', 'Industrial IoT']"
153490,우리이앤엘,Display Panel Manufacturing,75.4,Health Supplements,24.6,,,,,"['Advanced Optical & Electronic Materials', 'Genomics & Diagnostics']"
153710,옵티팜,Animal Health Products,100,,,,,,,"['Genomics & Diagnostics', 'Biopharmaceuticals']"
154030,아시아종묘,"Agriculture, Livestock & Fisheries",100,,,,,,,
154040,다산솔루에타,Electronic Components,100,,,,,,,['Advanced Optical & Electronic Materials']
155650,와이엠씨,Display Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
155660,DSR,Steel,34.98,Synthetic Rubber & Plastics,32.98,Metal Processing,32.04,,,
156100,엘앤케이바이오,Medical Equipment,100,,,,,,,
158430,아톤,Fintech,100,,,,,,,"['Cybersecurity and Authentication Technologies', 'Finance and Risk Analytics Technologies', 'Cloud Infrastructure', 'Quantum and High-performance Computing']"
159010,아스플로,Electronic Components,100,,,,,,,['Semiconductor Materials']
159580,제로투세븐,Cosmetics,53.84,Packaging Materials,46.16,,,,,
159910,스킨앤스킨,Cosmetics,100,,,,,,,
160190,하이젠알앤엠,General-purpose Machinery,79.65,Special-purpose Machinery,20.35,,,,,"['Process Automation', 'Mobility and Smart Transportation Technologies', 'Industrial IoT']"
160550,NEW,Entertainment,100,,,,,,,
160980,싸이맥스,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
161000,애경케미칼,Petrochemicals,54.53,Specialty Chemicals,27.04,Alternative Energy,18.43,,,
161390,한국타이어앤테크놀로지,Tires,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials']"
161580,필옵틱스,Secondary Batteries,71.17,Display Materials & Equipment,28.83,,,,,"['Process Automation', 'Semiconductor Materials', 'Solar & Wind Power', 'Battery & Energy Materials']"
161890,한국콜마,Cosmetics,62.41,Pharmaceuticals,37.59,,,,,
162300,신스틸,Metal Processing,100,,,,,,,
163280,에어레인,Special-purpose Machinery,100,,,,,,,"['Carbon Capture and Utilization', 'Advanced Optical & Electronic Materials']"
163560,동일고무벨트,Rubber & Plastic Products,100,,,,,,,"['Process Automation', 'Construction, Plant and Heavy Industry Technologies']"
163730,핑거,Fintech,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Blockchain and Distributed Ledger Technologies', 'Cloud Infrastructure']"
166090,하나머티리얼즈,Electronic Components,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials']"
166480,코아스템켐온,Biotechnology,100,,,,,,,"['Biopharmaceuticals', 'Process Automation']"
168330,내츄럴엔도텍,Health Supplements,100,,,,,,,
168360,펨트론,Electronic Equipment & Devices,100,,,,,,,"['Process Automation', 'Predictive Maintenance', 'Industrial IoT', 'Semiconductor Materials', 'AI Accelerators']"
169330,엠브레인,Internet Services,55.62,Professional Services,44.38,,,,,"['Predictive AI', 'Real-time Analytics', 'Retail, Marketing and Customer Technologies']"
170030,현대공업,Auto Parts,100,,,,,,,
170790,파이오링크,Telecom Equipment,68.38,Security Services,31.62,,,,,"['Cloud Infrastructure', 'Cybersecurity and Authentication Technologies']"
170900,동아에스티,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
170920,엘티씨,Display Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
171010,램테크놀러지,Specialty Chemicals,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Solar & Wind Power']"
171090,선익시스템,Display Materials & Equipment,100,,,,,,,['Advanced Optical & Electronic Materials']
171120,라이온켐텍,Specialty Chemicals,100,,,,,,,['High-performance Polymers & Functional Films']
172670,에이엘티,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Process Automation', 'Industrial IoT']"
173130,오파스넷,Telecom Solutions,50.17,IT Services,49.83,,,,,"['Cloud Infrastructure', 'Telecommunications and IoT Technologies']"
173940,에프엔씨엔터,Entertainment,100,,,,,,,
174880,장원테크,Electronic Components,100,,,,,,,['Advanced Optical & Electronic Materials']
174900,앱클론,Biotechnology,100,,,,,,,['Biopharmaceuticals']
175140,휴먼테크놀로지,Telecom Equipment,51.99,Electronic Equipment & Devices,48.01,,,,,"['Telecommunications and IoT Technologies', 'AI Accelerators', 'Education and Content Technologies']"
175250,아이큐어,Cosmetics,51.8,Pharmaceuticals,48.2,,,,,['Biopharmaceuticals']
175330,JB금융지주,Banks,100,,,,,,,
176750,듀켐바이오,Biotechnology,100,,,,,,,['Biopharmaceuticals']
177350,베셀,Display Materials & Equipment,100,,,,,,,"['Process Automation', 'High-performance Polymers & Functional Films']"
177830,파버나인,Electronic Components,36.56,Display Panel Manufacturing,29.82,Home Appliances,17.22,Medical Equipment,16.41,
177900,쓰리에이로직스,Semiconductor Manufacturing,100,,,,,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
178320,서진시스템,Power Equipment,76.6,Semiconductor Materials & Equipment,23.4,,,,,"['Energy Storage Systems', 'Semiconductor Materials', 'Battery & Energy Materials', 'Telecommunications and IoT Technologies']"
178780,일월지엠엘,Display Panel Manufacturing,53.6,Specialty Retail,46.4,,,,,['Advanced Optical & Electronic Materials']
178920,PI첨단소재,Synthetic Rubber & Plastics,100,,,,,,,['High-performance Polymers & Functional Films']
179290,엠아이텍,Medical Supplies,82.19,Medical Equipment,17.81,,,,,
179530,애드바이오텍,Animal Health Products,73.66,Biotechnology,26.34,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
179900,유티아이,Electronic Components,100,,,,,,,['Advanced Optical & Electronic Materials']
180400,DXVX,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics', 'Biopharmaceuticals']"
180640,한진칼,Passenger Land Transport,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Process Automation', 'Cloud Infrastructure', 'AI Accelerators', 'Solar & Wind Power']"
181710,NHN,Internet Services,81.01,Game Software,18.99,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Edge Computing', 'Telecommunications and IoT Technologies', 'Finance and Risk Analytics Technologies']"
182360,큐브엔터,Entertainment,100,,,,,,,
182400,엔케이맥스,Medical Equipment,58.2,Biotechnology,41.8,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics']"
183190,아세아시멘트,Building Materials,100,,,,,,,
183300,코미코,Semiconductor Materials & Equipment,67.68,Specialty Chemicals,32.32,,,,,['Semiconductor Materials']
183490,엔지켐생명과학,Biotechnology,55.84,Pharmaceuticals,44.16,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics', 'AI and Data Technologies', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
184230,SGA솔루션즈,IT Services,100,,,,,,,"['Cybersecurity and Authentication Technologies', 'Cloud Infrastructure', 'Blockchain and Distributed Ledger Technologies']"
